Region,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,gender,Order_Priority_Encoded,Order_year,Order_month,Order_day,Category_Furniture,Category_Office Supplies,Category_Technology
EMEA,Furnishings,40.296,2,0.5,-29.244,5.41,M,3.0,2014,12,26,1,0,0
EMEA,Accessories,110.22,1,0.0,19.83,5.41,M,2.0,2011,7,26,0,0,1
Africa,Phones,86.112,4,0.5,-55.125,5.41,M,2.0,2011,5,10,0,0,1
EMEA,Envelopes,91.44,2,0.0,30.12,5.41,Unknown,2.0,2012,12,21,0,1,0
EMEA,Storage,105.72,4,0.0,43.32,5.41,M,2.0,2014,3,28,0,1,0
South,Storage,121.5,5,0.4,-48.6,5.41,F,2.0,2011,4,1,0,1,0
Caribbean,Supplies,88.68,3,0.0,32.76,5.41,M,2.0,2014,5,19,0,1,0
South,Art,44.94,5,0.4,0.74,5.41,F,2.0,2011,4,1,0,1,0
South,Supplies,76.48,4,0.0,19.84,5.41,F,2.0,2013,11,26,0,1,0
Caribbean,Binders,48.7,5,0.0,17.5,5.41,M,3.0,2014,6,16,0,1,0
North,Storage,41.74,1,0.0,11.26,5.4,Unknown,4.0,2013,12,4,0,1,0
Central,Fasteners,36.8,5,0.0,0.0,5.4,M,3.0,2014,10,28,0,1,0
Caribbean,Supplies,80.192,4,0.2,26.032,5.4,M,2.0,2013,3,13,0,1,0
Central,Fasteners,44.16,4,0.0,6.6,5.4,M,2.0,2013,8,6,0,1,0
Central,Accessories,61.44,2,0.0,18.42,5.4,M,2.0,2014,8,16,0,0,1
South,Labels,51.48,4,0.0,21.6,5.4,M,3.0,2014,7,14,0,1,0
Oceania,Paper,74.952,4,0.4,-16.248,5.4,M,3.0,2011,11,18,0,1,0
West,Storage,83.76,9,0.0,1.6752,5.4,Unknown,2.0,2014,6,27,0,1,0
West,Storage,37.68,3,0.2,2.355,5.4,M,3.0,2014,9,8,0,1,0
West,Supplies,31.92,4,0.0,9.2568,5.4,M,3.0,2014,8,14,0,1,0
East,Chairs,127.764,2,0.1,21.294,5.4,F,2.0,2012,5,8,1,0,0
EMEA,Art,53.91,1,0.0,12.39,5.4,F,3.0,2012,11,24,0,1,0
Africa,Storage,57.87,1,0.0,15.03,5.4,M,2.0,2013,6,27,0,1,0
EMEA,Binders,29.58,1,0.0,5.01,5.4,M,3.0,2014,7,29,0,1,0
Africa,Accessories,69.15,1,0.0,1.38,5.4,M,2.0,2012,11,15,0,0,1
South,Copiers,117.4472,2,0.402,-45.5928,5.39,F,2.0,2012,11,23,0,0,1
Central,Chairs,104.472,6,0.4,6.912,5.39,M,2.0,2013,10,25,1,0,0
Central,Storage,45.927,3,0.1,18.837,5.39,F,3.0,2011,12,8,0,1,0
Central,Storage,56.349,1,0.1,12.519,5.39,F,2.0,2013,12,24,0,1,0
Central,Fasteners,42.12,3,0.0,2.52,5.39,M,3.0,2013,6,13,0,1,0
South,Binders,43.83,3,0.0,14.4,5.39,M,2.0,2014,7,16,0,1,0
Central,Furnishings,50.7,2,0.0,22.8,5.39,M,2.0,2014,7,7,1,0,0
North Asia,Art,97.32,2,0.0,21.36,5.39,M,2.0,2014,1,21,0,1,0
Southeast Asia,Storage,57.8925,3,0.17,2.0925,5.39,M,2.0,2014,8,16,0,1,0
North Asia,Chairs,87.06,2,0.0,0.84,5.39,M,2.0,2011,10,8,1,0,0
North Asia,Labels,23.4,5,0.5,-0.6,5.39,M,3.0,2012,6,21,0,1,0
Southeast Asia,Storage,121.5,2,0.0,49.8,5.39,F,2.0,2014,2,28,0,1,0
Central Asia,Accessories,106.32,2,0.0,30.78,5.39,M,2.0,2013,12,17,0,0,1
North Asia,Furnishings,155.7,3,0.0,13.95,5.39,F,2.0,2013,9,11,1,0,0
Oceania,Fasteners,23.652,2,0.1,8.892,5.39,F,4.0,2012,6,18,0,1,0
Oceania,Chairs,59.328,2,0.4,-17.832,5.39,M,2.0,2011,12,25,1,0,0
West,Paper,20.04,3,0.0,9.6192,5.39,M,3.0,2014,3,29,0,1,0
South,Art,30.976,8,0.2,5.0336,5.39,M,2.0,2013,10,2,0,1,0
Central,Accessories,39.984,2,0.2,-1.4994,5.39,Unknown,3.0,2014,10,13,0,0,1
West,Appliances,87.36,6,0.0,23.5872,5.39,M,2.0,2012,1,5,0,1,0
EMEA,Supplies,40.704,4,0.5,-51.936,5.39,M,3.0,2011,8,1,0,1,0
EMEA,Storage,59.04,6,0.0,9.9,5.39,M,2.0,2012,4,16,0,1,0
EMEA,Machines,50.28,1,0.0,0.99,5.39,Unknown,2.0,2013,8,16,0,0,1
EMEA,Storage,50.94,2,0.0,13.2,5.39,M,2.0,2013,3,25,0,1,0
Africa,Art,34.074,6,0.5,-34.146,5.39,Unknown,3.0,2013,9,3,0,1,0
Central,Supplies,72.88,4,0.0,26.96,5.39,F,2.0,2011,6,2,0,1,0
Caribbean,Labels,104.44,9,0.0,49.0,5.39,M,2.0,2014,4,30,0,1,0
Central,Chairs,57.864,1,0.4,-11.576,5.39,M,3.0,2013,10,29,1,0,0
Central,Art,53.68,4,0.0,10.72,5.39,M,3.0,2012,10,24,0,1,0
North,Envelopes,77.1,3,0.0,20.04,5.38,M,2.0,2012,12,20,0,1,0
Central,Envelopes,63.76,2,0.0,12.72,5.38,F,2.0,2014,1,16,0,1,0
Central,Bookcases,83.34,1,0.5,-48.36,5.38,M,2.0,2014,10,1,1,0,0
Central,Furnishings,63.0,2,0.0,7.56,5.38,M,2.0,2011,7,12,1,0,0
South,Art,76.8,4,0.0,17.64,5.38,F,2.0,2014,9,6,0,1,0
Central,Art,158.58,6,0.0,3.06,5.38,F,2.0,2014,12,26,0,1,0
Central Asia,Labels,85.92,8,0.0,30.0,5.38,M,2.0,2012,5,16,0,1,0
Oceania,Storage,33.876,1,0.4,-15.264,5.38,F,4.0,2012,10,9,0,1,0
Southeast Asia,Supplies,63.9975,5,0.47,-35.1525,5.38,M,2.0,2013,1,5,0,1,0
Oceania,Binders,109.08,6,0.4,0.0,5.38,M,3.0,2011,6,7,0,1,0
East,Paper,25.92,4,0.0,12.4416,5.38,M,3.0,2011,8,23,0,1,0
South,Appliances,43.512,7,0.2,3.8073,5.38,M,3.0,2011,12,20,0,1,0
West,Binders,123.144,7,0.2,46.179,5.38,F,2.0,2011,11,7,0,1,0
East,Labels,91.59,3,0.0,42.1314,5.38,Unknown,2.0,2014,3,8,0,1,0
Central,Storage,52.752,3,0.2,-12.5286,5.38,M,2.0,2014,11,5,0,1,0
EMEA,Storage,57.87,1,0.0,13.86,5.38,M,2.0,2014,2,12,0,1,0
EMEA,Art,124.272,6,0.5,-55.125,5.38,M,2.0,2014,6,12,0,1,0
EMEA,Storage,42.96,4,0.0,15.84,5.38,F,3.0,2013,8,21,0,1,0
EMEA,Envelopes,164.76,4,0.0,39.48,5.38,M,2.0,2012,8,8,0,1,0
North,Machines,103.5,3,0.0,36.18,5.38,F,2.0,2013,12,20,0,0,1
Caribbean,Appliances,43.52,2,0.2,-7.08,5.38,M,3.0,2013,5,23,0,1,0
North,Labels,60.9,7,0.0,14.56,5.38,M,1.0,2014,5,20,0,1,0
North,Storage,46.44,3,0.0,18.54,5.37,M,2.0,2014,10,16,0,1,0
Central,Paper,41.64,2,0.0,17.04,5.37,F,3.0,2013,8,30,0,1,0
North,Art,53.34,2,0.0,2.1,5.37,M,2.0,2012,12,5,0,1,0
Central,Binders,27.96,4,0.0,13.68,5.37,F,3.0,2014,9,16,0,1,0
North,Storage,23.97,2,0.5,-23.07,5.37,F,3.0,2013,8,12,0,1,0
Central Asia,Art,103.56,4,0.5,-39.36,5.37,F,2.0,2014,5,19,0,1,0
Central Asia,Fasteners,49.5,3,0.0,1.44,5.37,M,2.0,2013,5,24,0,1,0
East,Accessories,39.992,1,0.2,7.4985,5.37,M,3.0,2013,3,11,0,0,1
South,Fasteners,45.0,9,0.0,21.6,5.37,M,3.0,2011,9,8,0,1,0
South,Binders,33.74,7,0.0,15.5204,5.37,M,1.0,2014,1,7,0,1,0
East,Labels,14.4,5,0.0,7.056,5.37,M,4.0,2011,9,3,0,1,0
South,Phones,200.97,3,0.0,50.2425,5.37,F,2.0,2011,4,7,0,0,1
East,Paper,37.94,2,0.0,18.2112,5.37,M,1.0,2013,10,14,0,1,0
East,Furnishings,82.26,3,0.0,33.7266,5.37,M,1.0,2013,10,14,1,0,0
East,Art,17.12,4,0.0,4.9648,5.37,M,4.0,2012,11,22,0,1,0
Africa,Art,45.75,1,0.0,21.03,5.37,F,3.0,2011,12,26,0,1,0
EMEA,Storage,40.752,4,0.5,-34.728,5.37,F,3.0,2011,6,15,0,1,0
EMEA,Accessories,49.152,4,0.5,-36.888,5.37,M,1.0,2012,10,4,0,0,1
Africa,Envelopes,84.36,4,0.0,26.04,5.37,Unknown,2.0,2013,9,17,0,1,0
EMEA,Binders,99.54,2,0.0,27.84,5.37,F,2.0,2012,12,10,0,1,0
EMEA,Labels,38.04,4,0.0,2.64,5.37,M,3.0,2014,5,30,0,1,0
EMEA,Binders,98.46,2,0.0,39.36,5.37,M,2.0,2013,2,13,0,1,0
Africa,Supplies,43.47,1,0.0,2.16,5.37,M,3.0,2013,9,10,0,1,0
EMEA,Storage,60.75,1,0.0,29.76,5.37,M,2.0,2014,8,14,0,1,0
Central,Fasteners,15.76,2,0.0,2.04,5.37,M,4.0,2014,9,17,0,1,0
Central,Envelopes,99.96,5,0.4,-30.04,5.36,M,2.0,2012,11,19,0,1,0
North,Storage,64.0,2,0.0,3.2,5.36,M,2.0,2013,1,21,0,1,0
North,Paper,49.8,2,0.5,-37.86,5.36,M,2.0,2013,8,16,0,1,0
Central,Envelopes,52.38,2,0.0,26.16,5.36,M,2.0,2012,12,29,0,1,0
Central,Labels,42.96,4,0.0,17.16,5.36,M,3.0,2014,6,13,0,1,0
South,Fasteners,56.7,5,0.0,5.55,5.36,M,1.0,2014,3,15,0,1,0
North Asia,Art,95.16,2,0.0,26.64,5.36,M,2.0,2012,12,26,0,1,0
Oceania,Paper,46.116,1,0.1,19.446,5.36,M,3.0,2012,4,30,0,1,0
Southeast Asia,Accessories,154.4208,4,0.47,-55.125,5.36,M,2.0,2012,11,28,0,0,1
North Asia,Appliances,409.32,6,0.0,91.9954,5.36,M,2.0,2014,12,12,0,1,0
West,Paper,91.84,8,0.0,45.0016,5.36,M,2.0,2014,10,2,0,1,0
East,Paper,92.94,3,0.0,41.823,5.36,M,2.0,2013,6,13,0,1,0
EMEA,Machines,51.63,1,0.0,24.24,5.36,Unknown,3.0,2013,6,2,0,0,1
Africa,Furnishings,31.74,2,0.0,12.66,5.36,M,2.0,2011,8,15,1,0,0
North,Envelopes,24.92,2,0.0,0.24,5.36,M,3.0,2013,7,16,0,1,0
Central,Paper,33.36,3,0.0,13.98,5.36,M,1.0,2012,5,7,0,1,0
South,Supplies,67.7,5,0.0,6.0,5.36,M,2.0,2014,8,15,0,1,0
Central,Binders,96.8,9,0.0,6.6,5.36,M,3.0,2013,12,6,0,1,0
North,Furnishings,45.216,2,0.4,-0.024,5.35,F,2.0,2014,9,3,1,0,0
South,Chairs,172.08,3,0.5,-55.125,5.35,M,2.0,2014,12,4,1,0,0
Central,Fasteners,90.72,7,0.0,40.74,5.35,F,2.0,2013,11,21,0,1,0
Central,Fasteners,57.15,5,0.0,24.45,5.35,M,2.0,2014,4,6,0,1,0
Central,Art,68.148,4,0.1,22.668,5.35,M,2.0,2013,8,7,0,1,0
Central,Supplies,27.6,2,0.0,2.16,5.35,F,4.0,2011,10,13,0,1,0
Southeast Asia,Paper,104.7045,5,0.17,-17.6955,5.35,M,2.0,2013,11,8,0,1,0
Central Asia,Envelopes,44.46,2,0.0,11.52,5.35,F,3.0,2011,3,30,0,1,0
Southeast Asia,Paper,73.26,5,0.45,-25.44,5.35,F,3.0,2013,6,20,0,1,0
Central Asia,Supplies,130.41,3,0.0,7.74,5.35,M,2.0,2012,5,25,0,1,0
Southeast Asia,Supplies,59.5455,7,0.47,-43.9845,5.35,M,3.0,2013,5,3,0,1,0
South,Appliances,180.66,3,0.0,50.5848,5.35,M,2.0,2014,6,17,0,1,0
South,Binders,28.854,6,0.5,-21.1596,5.35,M,3.0,2014,1,3,0,1,0
Central,Paper,17.76,3,0.2,5.55,5.35,F,4.0,2014,9,5,0,1,0
East,Appliances,79.47,3,0.0,22.2516,5.35,M,3.0,2011,8,5,0,1,0
West,Phones,87.8,5,0.2,32.925,5.35,M,2.0,2012,4,2,0,0,1
Africa,Envelopes,48.06,2,0.0,12.96,5.35,M,3.0,2011,4,4,0,1,0
EMEA,Accessories,35.304,2,0.5,-16.776,5.35,F,1.0,2013,9,23,0,0,1
EMEA,Furnishings,58.17,1,0.0,3.48,5.35,M,2.0,2012,4,19,1,0,0
EMEA,Art,46.74,1,0.0,21.96,5.35,M,2.0,2014,6,17,0,1,0
EMEA,Furnishings,52.98,1,0.0,0.51,5.35,F,2.0,2014,1,24,1,0,0
EMEA,Art,58.2,4,0.0,12.72,5.35,M,3.0,2012,9,14,0,1,0
South,Supplies,138.6,6,0.0,60.96,5.35,M,2.0,2012,7,25,0,1,0
Caribbean,Paper,57.984,6,0.2,20.184,5.35,M,3.0,2012,11,14,0,1,0
North,Art,37.86,3,0.0,15.48,5.35,M,4.0,2014,11,18,0,1,0
North,Binders,138.04,7,0.0,23.38,5.34,M,2.0,2012,10,29,0,1,0
North,Envelopes,78.78,3,0.0,13.38,5.34,M,2.0,2014,3,3,0,1,0
South,Storage,122.88,8,0.0,23.2,5.34,M,2.0,2012,11,13,0,1,0
Central,Envelopes,59.1,5,0.4,9.8,5.34,M,2.0,2011,3,11,0,1,0
Central,Fasteners,48.78,3,0.0,24.39,5.34,F,1.0,2013,10,3,0,1,0
Central,Art,79.974,2,0.1,20.394,5.34,M,2.0,2014,11,5,0,1,0
Central,Art,110.76,4,0.0,8.76,5.34,M,2.0,2014,9,23,0,1,0
Central,Binders,258.9,5,0.0,46.5,5.34,M,2.0,2014,1,6,0,1,0
Central,Fasteners,114.03,7,0.0,39.9,5.34,M,2.0,2012,9,27,0,1,0
North Asia,Accessories,86.88,2,0.0,14.76,5.34,F,2.0,2013,4,17,0,0,1
Central Asia,Storage,46.5,2,0.0,9.3,5.34,F,2.0,2014,6,13,0,1,0
Southeast Asia,Supplies,72.4245,5,0.47,-10.9755,5.34,M,2.0,2013,10,10,0,1,0
Central Asia,Paper,210.12,4,0.0,25.2,5.34,M,2.0,2012,5,15,0,1,0
Oceania,Art,64.764,2,0.4,-14.076,5.34,F,2.0,2014,9,26,0,1,0
Oceania,Supplies,66.96,5,0.1,10.41,5.34,M,2.0,2012,8,2,0,1,0
Oceania,Paper,82.296,3,0.1,15.516,5.34,F,2.0,2014,11,20,0,1,0
Southeast Asia,Art,83.358,3,0.45,-28.872,5.34,F,2.0,2013,12,11,0,1,0
Central Asia,Supplies,38.16,3,0.5,-14.58,5.34,F,3.0,2011,4,21,0,1,0
Southeast Asia,Paper,27.5892,2,0.17,6.5892,5.34,F,3.0,2014,12,30,0,1,0
Southeast Asia,Art,113.2452,3,0.17,6.7752,5.34,F,3.0,2014,12,30,0,1,0
Central Asia,Envelopes,149.73,7,0.0,40.32,5.34,M,3.0,2012,6,21,0,1,0
Central,Supplies,23.76,3,0.2,2.079,5.34,F,4.0,2014,6,9,0,1,0
East,Paper,41.472,8,0.2,14.5152,5.34,F,3.0,2011,6,28,0,1,0
East,Art,17.52,3,0.0,5.256,5.34,F,3.0,2014,8,13,0,1,0
South,Phones,143.928,9,0.2,-32.3838,5.34,F,2.0,2014,11,5,0,0,1
EMEA,Envelopes,57.78,2,0.0,4.62,5.34,M,2.0,2011,9,13,0,1,0
Africa,Art,24.36,1,0.0,9.72,5.34,M,3.0,2014,8,2,0,1,0
Africa,Furnishings,50.4,2,0.0,15.6,5.34,M,2.0,2013,11,23,1,0,0
EMEA,Storage,57.87,1,0.0,15.03,5.34,M,2.0,2011,2,22,0,1,0
North,Chairs,86.256,3,0.2,-15.144,5.34,F,2.0,2014,9,10,1,0,0
South,Supplies,66.88,4,0.0,28.72,5.34,M,3.0,2012,1,26,0,1,0
Caribbean,Appliances,263.6,4,0.0,71.12,5.34,M,2.0,2013,10,30,0,1,0
North,Paper,98.22,3,0.0,35.34,5.33,M,2.0,2014,10,16,0,1,0
North,Accessories,169.92,9,0.0,69.66,5.33,M,3.0,2014,9,17,0,0,1
South,Fasteners,33.18,3,0.0,4.26,5.33,M,3.0,2011,11,2,0,1,0
Central,Art,58.02,2,0.0,23.76,5.33,F,2.0,2012,10,25,0,1,0
North,Art,96.36,4,0.0,18.24,5.33,F,2.0,2012,11,23,0,1,0
South,Envelopes,107.55,3,0.0,15.03,5.33,Unknown,2.0,2013,8,21,0,1,0
Central,Art,58.44,2,0.0,7.56,5.33,Unknown,3.0,2013,10,23,0,1,0
Oceania,Labels,32.4,3,0.1,12.6,5.33,F,3.0,2013,8,12,0,1,0
Oceania,Chairs,42.66,1,0.1,6.63,5.33,M,3.0,2012,10,12,1,0,0
Central Asia,Supplies,57.84,2,0.0,15.0,5.33,M,2.0,2013,9,18,0,1,0
South,Accessories,34.95,5,0.0,15.378,5.33,M,2.0,2014,9,23,0,0,1
Africa,Envelopes,47.82,1,0.0,10.98,5.33,M,2.0,2014,12,19,0,1,0
Africa,Paper,101.88,6,0.0,38.7,5.33,Unknown,2.0,2014,6,13,0,1,0
EMEA,Fasteners,37.62,2,0.0,6.0,5.33,M,3.0,2014,5,30,0,1,0
Africa,Accessories,43.02,1,0.0,14.19,5.33,M,3.0,2012,8,13,0,0,1
Central,Paper,42.384,4,0.4,-19.136,5.32,M,3.0,2013,11,1,0,1,0
South,Envelopes,32.448,2,0.4,-3.792,5.32,M,3.0,2013,12,9,0,1,0
South,Furnishings,74.4,5,0.0,17.8,5.32,F,2.0,2012,11,12,1,0,0
South,Storage,56.988,2,0.4,-30.432,5.32,M,2.0,2012,12,10,0,1,0
North,Paper,53.01,3,0.0,5.22,5.32,F,2.0,2014,6,5,0,1,0
North,Paper,55.98,2,0.0,16.74,5.32,M,3.0,2013,11,11,0,1,0
Central,Fasteners,56.43,3,0.0,9.0,5.32,M,2.0,2014,8,19,0,1,0
Central Asia,Supplies,44.58,2,0.0,19.14,5.32,M,1.0,2011,5,26,0,1,0
Southeast Asia,Labels,26.2944,3,0.17,0.9144,5.32,Unknown,4.0,2011,11,11,0,1,0
Central Asia,Paper,62.34,2,0.0,13.68,5.32,M,3.0,2014,4,28,0,1,0
Southeast Asia,Phones,287.4,4,0.0,91.9954,5.32,M,2.0,2014,9,22,0,0,1
Central Asia,Labels,34.2,4,0.0,12.6,5.32,M,3.0,2011,8,25,0,1,0
Southeast Asia,Accessories,44.2338,1,0.47,-36.7362,5.32,F,1.0,2011,9,26,0,0,1
Central Asia,Fasteners,33.6,2,0.0,10.74,5.32,M,3.0,2012,6,19,0,1,0
Oceania,Envelopes,44.388,3,0.1,1.458,5.32,Unknown,1.0,2014,11,28,0,1,0
West,Binders,64.96,9,0.2,22.736,5.32,M,3.0,2014,12,15,0,1,0
West,Binders,25.032,3,0.2,7.8225,5.32,F,3.0,2012,9,17,0,1,0
West,Accessories,107.97,3,0.0,22.6737,5.32,M,2.0,2012,11,27,0,0,1
Central,Furnishings,53.88,6,0.0,22.6296,5.32,M,3.0,2011,8,8,1,0,0
Central,Paper,36.288,7,0.2,12.7008,5.32,M,4.0,2012,10,23,0,1,0
Central,Storage,50.352,3,0.2,-8.1822,5.32,F,2.0,2014,2,17,0,1,0
Africa,Binders,14.52,1,0.0,0.57,5.32,M,4.0,2013,10,14,0,1,0
EMEA,Storage,24.0,1,0.0,2.88,5.32,M,3.0,2014,9,5,0,1,0
EMEA,Chairs,56.34,1,0.0,16.89,5.32,M,2.0,2014,6,19,1,0,0
South,Bookcases,99.288,2,0.4,-8.312,5.32,F,2.0,2014,11,26,1,0,0
Caribbean,Storage,32.32,1,0.0,14.22,5.32,M,3.0,2014,2,3,0,1,0
Caribbean,Supplies,146.4,5,0.0,57.0,5.32,F,2.0,2012,10,8,0,1,0
Caribbean,Fasteners,65.1,7,0.0,21.42,5.32,M,3.0,2013,8,20,0,1,0
Central,Supplies,57.72,2,0.0,14.4,5.32,F,2.0,2014,8,6,0,1,0
Caribbean,Art,26.92,2,0.0,2.12,5.32,F,3.0,2012,10,22,0,1,0
South,Chairs,44.624,2,0.5,-37.936,5.32,M,2.0,2014,7,2,1,0,0
Central,Storage,48.9,5,0.4,-2.5,5.31,M,3.0,2013,10,17,0,1,0
Central,Art,73.875,5,0.5,-55.125,5.31,M,2.0,2014,12,6,0,1,0
North,Accessories,68.025,5,0.5,-54.525,5.31,M,2.0,2014,7,17,0,0,1
Central,Art,64.26,2,0.0,32.1,5.31,F,3.0,2014,8,12,0,1,0
Central,Fasteners,26.04,2,0.0,1.02,5.31,F,3.0,2012,11,13,0,1,0
Central,Art,42.66,3,0.0,0.81,5.31,Unknown,2.0,2011,5,26,0,1,0
North,Binders,93.24,7,0.0,38.22,5.31,M,2.0,2013,12,11,0,1,0
Central,Envelopes,142.56,3,0.0,69.84,5.31,F,2.0,2013,12,5,0,1,0
Central,Binders,81.99,3,0.0,10.62,5.31,M,2.0,2014,4,17,0,1,0
Central Asia,Paper,71.37,6,0.5,-25.83,5.31,M,2.0,2014,5,21,0,1,0
Central Asia,Binders,86.4,3,0.0,12.96,5.31,F,2.0,2011,12,20,0,1,0
North Asia,Storage,49.68,3,0.0,6.93,5.31,F,2.0,2012,7,20,0,1,0
South,Phones,149.95,5,0.0,41.986,5.31,M,2.0,2011,11,19,0,0,1
West,Paper,41.7,5,0.0,20.85,5.31,F,2.0,2013,9,25,0,1,0
West,Storage,84.84,3,0.0,22.9068,5.31,F,2.0,2013,11,7,0,1,0
Central,Binders,15.36,2,0.0,7.68,5.31,F,4.0,2011,10,6,0,1,0
West,Phones,86.352,6,0.2,8.6352,5.31,M,2.0,2014,1,24,0,0,1
West,Phones,119.96,1,0.2,7.4975,5.31,F,2.0,2014,6,16,0,0,1
Africa,Copiers,79.533,1,0.5,-55.125,5.31,M,3.0,2011,6,10,0,0,1
Africa,Storage,61.38,2,0.0,1.2,5.31,F,3.0,2011,7,16,0,1,0
Africa,Art,51.36,1,0.0,9.75,5.31,M,2.0,2014,4,30,0,1,0
Africa,Machines,86.31,1,0.0,36.24,5.31,M,2.0,2013,11,29,0,0,1
EMEA,Chairs,51.6,1,0.5,-55.125,5.31,M,2.0,2014,6,30,1,0,0
North,Accessories,51.08,2,0.0,14.28,5.31,M,2.0,2011,6,21,0,0,1
Caribbean,Binders,84.84,9,0.4,-14.28,5.31,Unknown,2.0,2014,3,21,0,1,0
Caribbean,Bookcases,151.236,3,0.4,5.016,5.3,F,3.0,2014,10,20,1,0,0
Central,Paper,64.56,2,0.0,32.28,5.3,M,2.0,2014,11,25,0,1,0
Central,Art,79.11,3,0.0,32.4,5.3,M,2.0,2014,3,31,0,1,0
Central,Binders,58.08,4,0.0,2.28,5.3,M,3.0,2014,1,3,0,1,0
Central,Appliances,581.4,4,0.1,-55.125,5.3,M,2.0,2012,12,27,0,1,0
South,Envelopes,57.87,3,0.0,3.42,5.3,F,2.0,2013,10,31,0,1,0
Southeast Asia,Furnishings,75.78,4,0.25,15.06,5.3,F,2.0,2011,10,26,1,0,0
Southeast Asia,Supplies,83.6976,7,0.47,-20.6724,5.3,F,2.0,2014,9,11,0,1,0
Oceania,Storage,46.305,5,0.1,15.405,5.3,M,3.0,2012,8,16,0,1,0
Southeast Asia,Furnishings,87.9504,4,0.27,-7.3296,5.3,Unknown,2.0,2014,6,23,1,0,0
North Asia,Envelopes,51.975,3,0.5,-24.975,5.3,M,3.0,2014,3,20,0,1,0
North Asia,Binders,78.66,6,0.0,15.66,5.3,M,1.0,2013,8,4,0,1,0
Central,Phones,86.97,3,0.0,25.2213,5.3,M,2.0,2014,9,23,0,0,1
South,Appliances,64.864,4,0.2,6.4864,5.3,M,2.0,2013,1,22,0,1,0
South,Labels,62.1,6,0.0,29.808,5.3,F,2.0,2013,5,31,0,1,0
West,Storage,69.52,2,0.0,17.38,5.3,M,2.0,2013,7,18,0,1,0
Africa,Fasteners,64.08,4,0.0,17.28,5.3,M,2.0,2013,3,21,0,1,0
Africa,Furnishings,45.03,1,0.0,9.45,5.3,M,2.0,2014,11,26,1,0,0
EMEA,Binders,19.908,1,0.5,-15.942,5.3,F,3.0,2014,8,9,0,1,0
EMEA,Envelopes,28.89,1,0.0,2.31,5.3,M,4.0,2013,3,25,0,1,0
Caribbean,Binders,58.66,7,0.0,21.7,5.3,F,2.0,2011,5,21,0,1,0
North,Supplies,67.84,4,0.0,16.96,5.3,M,2.0,2013,6,24,0,1,0
Central,Fasteners,51.24,7,0.0,6.02,5.3,F,4.0,2011,9,26,0,1,0
North,Binders,14.24,4,0.0,0.4,5.29,M,4.0,2011,6,30,0,1,0
South,Envelopes,67.96,5,0.5,-55.125,5.29,F,2.0,2012,3,14,0,1,0
North,Binders,94.5,7,0.0,30.24,5.29,M,3.0,2014,8,4,0,1,0
North,Storage,23.355,3,0.5,-1.935,5.29,M,2.0,2013,9,5,0,1,0
Central,Storage,95.04,4,0.1,42.24,5.29,M,3.0,2011,9,8,0,1,0
South,Binders,210.84,7,0.0,39.9,5.29,M,2.0,2012,1,23,0,1,0
Central,Envelopes,124.65,5,0.0,6.15,5.29,M,3.0,2013,3,8,0,1,0
North,Storage,66.24,4,0.0,3.96,5.29,M,2.0,2011,12,20,0,1,0
Central Asia,Storage,115.71,7,0.0,40.32,5.29,M,2.0,2014,12,9,0,1,0
Central Asia,Binders,22.65,5,0.0,9.6,5.29,M,4.0,2011,2,1,0,1,0
Southeast Asia,Furnishings,71.4378,2,0.27,10.7178,5.29,M,2.0,2012,5,2,1,0,0
Central Asia,Envelopes,76.2,5,0.0,10.65,5.29,M,3.0,2012,10,18,0,1,0
Central Asia,Labels,68.22,6,0.0,33.3,5.29,M,2.0,2011,10,15,0,1,0
Southeast Asia,Chairs,94.02,2,0.0,32.88,5.29,F,2.0,2013,5,8,1,0,0
West,Paper,47.52,9,0.0,22.8096,5.29,F,2.0,2014,9,10,0,1,0
Central,Furnishings,38.976,3,0.5,-50.6688,5.29,Unknown,1.0,2011,12,29,1,0,0
EMEA,Binders,98.4,2,0.0,42.3,5.29,M,2.0,2013,10,22,0,1,0
EMEA,Art,51.63,1,0.0,8.76,5.29,M,2.0,2013,10,22,0,1,0
EMEA,Art,158.58,6,0.0,14.22,5.29,M,2.0,2013,5,21,0,1,0
Africa,Art,23.25,1,0.0,4.41,5.29,M,2.0,2014,4,14,0,1,0
EMEA,Art,133.2,6,0.0,11.88,5.29,M,2.0,2014,3,28,0,1,0
Caribbean,Supplies,50.12,2,0.0,23.04,5.29,M,2.0,2014,8,15,0,1,0
Central,Labels,21.96,5,0.4,-2.24,5.29,M,4.0,2012,8,15,0,1,0
South,Labels,60.06,7,0.0,28.7,5.28,Unknown,2.0,2011,9,26,0,1,0
Central,Copiers,67.2152,1,0.402,-44.0648,5.28,M,3.0,2012,10,22,0,0,1
South,Chairs,139.152,2,0.5,-55.125,5.28,F,2.0,2013,12,20,1,0,0
South,Labels,54.0,5,0.0,7.5,5.28,M,3.0,2011,9,6,0,1,0
Central,Binders,25.14,2,0.0,3.24,5.28,F,4.0,2013,6,5,0,1,0
North Asia,Storage,70.815,1,0.5,-45.345,5.28,M,2.0,2012,8,2,0,1,0
Southeast Asia,Fasteners,27.4752,4,0.47,-7.8048,5.28,M,3.0,2014,5,31,0,1,0
East,Accessories,95.88,3,0.2,28.764,5.28,F,2.0,2014,9,10,0,0,1
Central,Storage,281.424,9,0.2,-35.178,5.28,M,2.0,2011,7,5,0,1,0
